Rank ;Platform ;Year ;Genre ;Publisher
2030;X360 ;2007;Shooter ;Ubisoft
2031;WiiU ;2012;Action ;Ubisoft
2032;GC ;2004;Platform ;Activision
2033;DS ;2007;Simulation ;Ubisoft
2034;PS3 ;2010;Role-Playing ;Namco Bandai Games
2035;SNES ;1993;Action ;Capcom
2036;Wii ;2008;Platform ;THQ
2037;PS ;1997;Action ;Electronic Arts
2038;X360 ;2007;Simulation ;Atari
2039;XB ;2006;Sports ;Electronic Arts
2040;PS3 ;2014;Action ;Disney Interactive Studios
2041;PS2 ;2004;Action ;Electronic Arts
2042;PS ;1998;Puzzle ;Hasbro Interactive
2043;WiiU ;2014;Action ;Nintendo
2044;X360 ;2008;Action ;Ubisoft
2045;PSP ;2010;Action ;Sony Computer Entertainment
2046;3DS ;2011;Platform ;Sega
2047;X360 ;2008;Action ;Tecmo Koei
2048;SNES ;1995;Sports ;Acclaim Entertainment
2049;PC ;2003;Sports ;Eidos Interactive
2050;Wii ;2010;Misc ;Activision
2051;DS ;2006;Misc ;Sega
2052;PS ;1997;Simulation ;Tecmo Koei
2053;PS3 ;2014;Action ;Warner Bros. Interactive Entertainment
2054;PS3 ;2009;Racing ;Codemasters
2055;PS4 ;2014;Platform ;Ubisoft
2056;Wii ;2009;Shooter ;Electronic Arts
2057;PS2 ;2003;Racing ;Empire Interactive
2058;PS ;1997;Role-Playing ;Capcom
2059;X360 ;2008;Sports ;Konami Digital Entertainment
2060;PS2 ;2000;Fighting ;Tecmo Koei
2061;NES ;1985;Shooter ;Capcom
2062;N64 ;2000;Racing ;Nintendo
2063;NES ;1991;Sports ;Nintendo
2064;GB ;1997;Misc ;Nintendo
2065;PS2 ;2004;Misc ;Sammy Corporation
2066;XB ;2003;Fighting ;Namco Bandai Games
2067;PS3 ;2008;Shooter ;Ubisoft
2068;X360 ;2012;Action ;THQ
2069;X360 ;2006;Sports ;Konami Digital Entertainment
2070;PS ;1995;Racing ;Electronic Arts
2071;PS ;2000;Sports ;Sony Computer Entertainment
2072;PSV ;2013;Shooter ;Sony Computer Entertainment Europe
2073;PS ;1996;Sports ;Electronic Arts
2074;PS2 ;2002;Action ;Tecmo Koei
2075;DS ;2005;Strategy ;THQ
2076;PS3 ;2013;Misc ;Ubisoft
2077;PS3 ;2013;Action ;Electronic Arts
2078;Wii ;2010;Misc ;THQ
2079;PS3 ;2013;Action ;Disney Interactive Studios
2080;X360 ;2011;Role-Playing ;Namco Bandai Games
2081;DS ;2008;Puzzle ;Ubisoft
2082;PS ;2000;Misc ;Sony Computer Entertainment
2083;X360 ;2013;Action ;Electronic Arts
2084;DS ;2005;Adventure ;Capcom
2085;XB ;2000;Sports ;Microsoft Game Studios
2086;GC ;2003;Racing ;Vivendi Games
2087;DS ;2008;Simulation ;Electronic Arts
2088;X360 ;N/A ;Action ;Warner Bros. Interactive Entertainment
2089;X360 ;2013;Action ;Ubisoft
2090;PSP ;2006;Simulation ;Namco Bandai Games
2091;X360 ;2011;Sports ;Electronic Arts
2092;PS3 ;2011;Action ;Disney Interactive Studios
2093;Wii ;2009;Misc ;Activision
2094;Wii ;2009;Racing ;THQ
2095;PS ;1998;Platform ;GT Interactive
2096;PS3 ;2009;Simulation ;Sony Computer Entertainment
2097;Wii ;2009;Action ;Warner Bros. Interactive Entertainment
2098;PSP ;2008;Racing ;Take-Two Interactive
2099;PS2 ;2000;Action ;Sony Computer Entertainment
2100;PS3 ;2008;Misc ;Activision
2101;Wii ;2007;Fighting ;THQ
2102;Wii ;2009;Sports ;Electronic Arts
2103;GC ;2005;Platform ;Sega
2104;PC ;2012;Simulation ;Focus Home Interactive
2105;PC ;2008;Role-Playing ;Bethesda Softworks
2106;DS ;2006;Racing ;THQ
2107;PSP ;2008;Sports ;Konami Digital Entertainment
2108;PC ;2012;Shooter ;Ubisoft
2109;Wii ;2010;Role-Playing ;Nintendo
2110;X360 ;2013;Misc ;Ubisoft
2111;GBA ;2005;Misc ;Nintendo
2112;PS3 ;2010;Racing ;Sega
2113;NES ;1993;Puzzle ;Nintendo
2114;N64 ;1998;Racing ;Electronic Arts
2115;2600;N/A ;Shooter ;Atari
2116;PS2 ;N/A ;Role-Playing ;Unknown
2117;DS ;2010;Role-Playing ;Square Enix
2118;PS3 ;2014;Role-Playing ;Ubisoft
2119;PS3 ;2011;Racing ;Ubisoft
2120;PS3 ;2012;Shooter ;505 Games
2121;X360 ;2014;Shooter ;Ubisoft
2122;PC ;2005;Action ;Take-Two Interactive
2123;PS3 ;2013;Action ;Ubisoft
2124;PS3 ;2013;Action ;Konami Digital Entertainment
2125;X360 ;2015;Sports ;Electronic Arts
2126;PS2 ;2009;Sports ;Electronic Arts
2127;X360 ;2009;Action ;Electronic Arts
2128;DS ;2006;Simulation ;Namco Bandai Games
2129;PS4 ;2015;Role-Playing ;Square Enix
2130;PS3 ;2007;Sports ;Electronic Arts
2131;Wii ;2008;Platform ;THQ
2132;XB ;2005;Sports ;Electronic Arts
2133;PC ;2012;Role-Playing ;Electronic Arts
2134;X360 ;2009;Sports ;Take-Two Interactive
2135;GBA ;2003;Strategy ;Nintendo
2136;PS3 ;N/A ;Action ;Sega
2137;X360 ;2011;Action ;Activision
2138;Wii ;2010;Sports ;Disney Interactive Studios
2139;PS2 ;2003;Sports ;Electronic Arts
2140;PS2 ;2007;Action ;Take-Two Interactive
2141;X360 ;2015;Sports ;Take-Two Interactive
2142;XB ;2004;Sports ;Electronic Arts
2143;Wii ;2012;Action ;Warner Bros. Interactive Entertainment
2144;SNES ;1992;Role-Playing ;SquareSoft
2145;2600;1981;Platform ;Atari
2146;GC ;2006;Action ;LucasArts
2147;PS3 ;N/A ;Action ;Warner Bros. Interactive Entertainment
2148;PSV ;2013;Role-Playing ;Square Enix
2149;PS ;2000;Shooter ;Electronic Arts
2150;DS ;2005;Simulation ;Electronic Arts
2151;PS2 ;2002;Role-Playing ;Sony Computer Entertainment
2152;PS ;1999;Misc ;Sony Computer Entertainment
2153;PS3 ;2012;Action ;Sony Computer Entertainment
2154;PS ;1999;Simulation ;Konami Digital Entertainment
2155;DS ;2011;Misc ;THQ
2156;Wii ;2012;Role-Playing ;Square Enix
2157;DS ;2011;Action ;Disney Interactive Studios
2158;PSP ;2006;Adventure ;Sony Computer Entertainment
2159;N64 ;1996;Fighting ;GT Interactive
2160;NES ;1986;Shooter ;Hudson Soft
2161;X360 ;2008;Platform ;Sega
2162;PS3 ;2010;Shooter ;Capcom
2163;PS2 ;2000;Sports ;Electronic Arts
2164;3DS ;2012;Role-Playing ;Square Enix
2165;DS ;2008;Sports ;Ubisoft
2166;PS3 ;2012;Shooter ;Ubisoft
2167;DS ;2006;Action ;Capcom
2168;PS2 ;2002;Platform ;Sony Computer Entertainment
2169;XB ;2002;Fighting ;Midway Games
2170;PC ;2011;Action ;Namco Bandai Games
2171;3DS ;2011;Simulation ;Nintendo
2172;PS3 ;2013;Fighting ;Namco Bandai Games
2173;X360 ;2015;Action ;Warner Bros. Interactive Entertainment
2174;XB ;2004;Sports ;Global Star
2175;PS2 ;N/A ;Misc ;Unknown
2176;PS2 ;2004;Misc ;Play It
2177;PS2 ;2005;Action ;Ubisoft
2178;GC ;2003;Platform ;THQ
2179;X360 ;2014;Role-Playing ;Ubisoft
2180;DS ;2008;Action ;Koch Media
2181;PS3 ;2008;Misc ;Sony Computer Entertainment
2182;Wii ;2011;Racing ;Disney Interactive Studios
2183;PS ;1996;Role-Playing ;Sony Computer Entertainment
2184;PS2 ;2000;Strategy ;Electronic Arts
2185;GBA ;2003;Misc ;Konami Digital Entertainment
2186;PS ;1999;Sports ;Electronic Arts
2187;PS3 ;2009;Action ;Electronic Arts
2188;PS3 ;2011;Action ;Activision
2189;Wii ;2009;Misc ;Activision
2190;PS4 ;2015;Shooter ;Take-Two Interactive
2191;PS3 ;2008;Fighting ;THQ
2192;X360 ;2010;Shooter ;Electronic Arts
2193;Wii ;2009;Sports ;Activision
2194;X360 ;2014;Action ;Warner Bros. Interactive Entertainment
2195;Wii ;2011;Misc ;Nintendo
2196;PS2 ;2004;Shooter ;Sony Computer Entertainment
2197;PS3 ;2011;Action ;Square Enix
2198;PS2 ;2003;Racing ;Codemasters
2199;3DS ;2011;Shooter ;Nintendo
2200;GC ;2004;Platform ;THQ
2201;X360 ;2013;Misc ;Ubisoft
2202;PS ;1996;Misc ;GT Interactive
2203;Wii ;2006;Racing ;THQ
2204;PC ;2012;Action ;Ubisoft
2205;PS2 ;2003;Action ;Konami Digital Entertainment
2206;3DS ;2012;Sports ;Nintendo
2207;X360 ;2012;Action ;Namco Bandai Games
2208;X360 ;2009;Action ;Sega
2209;PS2 ;2005;Shooter ;THQ
2210;XB ;2005;Sports ;Electronic Arts
2211;PS ;1999;Role-Playing ;SquareSoft
2212;X360 ;2009;Sports ;Electronic Arts
2213;PS ;1999;Sports ;Sony Computer Entertainment
2214;WiiU ;2016;Action ;Nintendo
2215;PS2 ;2006;Action ;Take-Two Interactive
2216;XB ;2003;Action ;Ubisoft
2217;PSP ;2008;Role-Playing ;Sega
2218;PS2 ;2003;Sports ;Sony Computer Entertainment
2219;PS2 ;2006;Sports ;Sony Computer Entertainment
2220;PS2 ;2002;Sports ;Electronic Arts
2221;X360 ;2009;Shooter ;Codemasters
2222;Wii ;2010;Sports ;Take-Two Interactive
2223;PS3 ;2009;Misc ;Sony Computer Entertainment
2224;GBA ;2005;Misc ;N/A
2225;XB ;2002;Sports ;Activision
2226;PC ;2012;Shooter ;Take-Two Interactive
2227;Wii ;2009;Sports ;Electronic Arts
2228;PS3 ;2008;Role-Playing ;Sony Computer Entertainment
2229;PS3 ;2012;Sports ;Electronic Arts
2230;Wii ;2008;Racing ;Sega
2231;PS3 ;2015;Action ;Warner Bros. Interactive Entertainment
2232;DS ;2007;Simulation ;Game Factory
2233;GBA ;2004;Racing ;THQ
2234;2600;1981;Action ;Parker Bros.
2235;NES ;1991;Platform ;Capcom
2236;NES ;1987;Platform ;Konami Digital Entertainment
2237;N64 ;1999;Platform ;Activision
2238;GBA ;2003;Action ;Unknown
2239;PS2 ;2007;Sports ;Sony Computer Entertainment
2240;X360 ;2014;Action ;Activision
2241;GC ;2006;Racing ;THQ
2242;PS3 ;2008;Shooter ;Ubisoft
2243;DS ;2010;Role-Playing ;Level 5
2244;WiiU ;2016;Fighting ;Namco Bandai Games
2245;PS ;1999;Racing ;Ubisoft
2246;PS2 ;2003;Action ;Konami Digital Entertainment
2247;PS2 ;2001;Simulation ;Titus
2248;X360 ;2006;Role-Playing ;Microsoft Game Studios
2249;PS ;2000;Action ;Electronic Arts
2250;X360 ;2010;Sports ;Electronic Arts
2251;PS ;1997;Sports ;Electronic Arts
2252;X360 ;2012;Sports ;Electronic Arts
2253;PS3 ;2010;Sports ;Electronic Arts
2254;PSP ;2006;Action ;THQ
2255;X360 ;2008;Fighting ;THQ
2256;X360 ;2010;Action ;Electronic Arts
2257;X360 ;2011;Misc ;Activision
2258;PS ;1996;Sports ;Acclaim Entertainment
2259;Wii ;2008;Action ;Activision
2260;N64 ;1999;Fighting ;Electronic Arts
2261;NES ;1985;Platform ;Nintendo
2262;PC ;2008;Adventure ;Ubisoft
2263;3DS ;2013;Adventure ;Nintendo
2264;X360 ;2013;Shooter ;Electronic Arts
2265;PS4 ;2014;Action ;Warner Bros. Interactive Entertainment
2266;PS3 ;2011;Action ;Tecmo Koei
2267;PS3 ;2014;Action ;Bethesda Softworks
2268;PS3 ;2012;Sports ;Sony Computer Entertainment
2269;GC ;2006;Racing ;Sega
2270;PS2 ;2003;Racing ;Empire Interactive
2271;PS ;1996;Fighting ;Sony Computer Entertainment
2272;X360 ;2007;Role-Playing ;Microsoft Game Studios
2273;PS4 ;2015;Sports ;Sony Computer Entertainment
2274;PS3 ;2009;Shooter ;Codemasters
2275;PS3 ;2011;Shooter ;THQ
2276;Wii ;2007;Sports ;Bethesda Softworks
2277;PS2 ;2002;Sports ;Activision
2278;PS3 ;2009;Action ;Ubisoft
2279;3DS ;2012;Action ;Marvelous Entertainment
2280;X360 ;2008;Strategy ;Ubisoft
2281;PS2 ;2002;Sports ;Electronic Arts
2282;PS2 ;2003;Racing ;Genki
2283;PS3 ;2009;Action ;Activision
2284;PS ;2000;Racing ;Codemasters
2285;N64 ;1998;Platform ;Hasbro Interactive
2286;PS3 ;2009;Racing ;THQ
2287;X360 ;2015;Adventure ;Mojang
2288;XB ;N/A ;Misc ;Unknown
2289;X360 ;2009;Role-Playing ;Activision
2290;DS ;2008;Shooter ;Activision
2291;SNES ;1994;Simulation ;Hudson Soft
2292;XB ;2004;Misc ;Sega
2293;PS3 ;2009;Misc ;Activision
2294;XOne ;2014;Role-Playing ;Electronic Arts
2295;PS3 ;2007;Action ;Electronic Arts
2296;PS2 ;2002;Sports ;Electronic Arts
2297;Wii ;N/A ;Misc ;Unknown
2298;SNES ;1996;Racing ;ASCII Entertainment
2299;PS2 ;2004;Sports ;Sony Computer Entertainment
2300;PS3 ;2011;Shooter ;Sony Computer Entertainment
2301;PS2 ;2005;Racing ;Electronic Arts
2302;PS3 ;2008;Misc ;Sony Computer Entertainment
2303;Wii ;2008;Sports ;Atari
2304;PS ;1995;Racing ;Psygnosis
2305;DS ;2008;Puzzle ;Midway Games
2306;PS3 ;2013;Shooter ;Electronic Arts
2307;PS ;1999;Action ;989 Studios
2308;PS2 ;2006;Sports ;Sony Computer Entertainment
2309;XB ;2003;Platform ;Sega
2310;PSP ;2009;Shooter ;Sony Computer Entertainment
2311;PS3 ;2011;Sports ;Electronic Arts
2312;DS ;2008;Action ;LucasArts
2313;N64 ;1998;Sports ;Electronic Arts
2314;PS2 ;2007;Platform ;Activision
2315;XB ;2002;Shooter ;Electronic Arts
2316;Wii ;2008;Misc ;Sega
2317;PC ;2014;Role-Playing ;Bethesda Softworks
2318;PS3 ;2008;Racing ;Disney Interactive Studios
2319;Wii ;2008;Sports ;Electronic Arts
2320;DS ;2008;Role-Playing ;Nintendo
2321;PS3 ;2012;Action ;Sony Computer Entertainment
2322;XB ;2004;Role-Playing ;Activision
2323;XB ;2004;Sports ;Electronic Arts
2324;PS2 ;2003;Sports ;Electronic Arts
2325;X360 ;2010;Sports ;THQ
2326;GBA ;2005;Platform ;Activision
2327;PS3 ;2009;Shooter ;Ubisoft
2328;PSP ;2006;Shooter ;Sony Computer Entertainment
2329;Wii ;2007;Sports ;Electronic Arts
2330;PS2 ;2005;Sports ;Unknown
2331;PS4 ;2015;Action ;Warner Bros. Interactive Entertainment
2332;GBA ;2001;Platform ;Konami Digital Entertainment
2333;DS ;2008;Role-Playing ;Sega
2334;PS2 ;2005;Sports ;Electronic Arts
2335;GBA ;2004;Adventure ;Nintendo
2336;PS3 ;2012;Platform ;Sony Computer Entertainment
2337;GBA ;2004;Strategy ;Nintendo
2338;GB ;2001;Strategy ;Nintendo
2339;GC ;2003;Action ;THQ
2340;Wii ;2008;Adventure ;Ubisoft
2341;PS ;1997;Simulation ;Sony Computer Entertainment
2342;Wii ;2009;Racing ;Codemasters
2343;PS2 ;2001;Sports ;Sega
2344;PS4 ;2016;Sports ;Electronic Arts
2345;PSP ;2011;Fighting ;Square Enix
2346;3DS ;2013;Action ;Warner Bros. Interactive Entertainment
2347;X360 ;2010;Racing ;Codemasters
2348;Wii ;2006;Racing ;Ubisoft
2349;PC ;2009;Shooter ;Activision
2350;WiiU ;2013;Sports ;Nintendo
2351;X360 ;2012;Role-Playing ;Electronic Arts
2352;Wii ;2011;Shooter ;Activision
2353;PS ;2000;Sports ;Sony Computer Entertainment
2354;PS2 ;2006;Misc ;Sony Computer Entertainment
2355;SNES ;1995;Role-Playing ;SquareSoft
2356;PS ;1996;Platform ;Capcom
2357;X360 ;2010;Fighting ;THQ
2358;X360 ;2012;Action ;Square Enix
2359;PC ;2008;Action ;Take-Two Interactive
2360;DS ;2008;Misc ;Pinnacle
2361;X360 ;2011;Misc ;Ubisoft
2362;Wii ;2009;Action ;Atari
2363;X360 ;2010;Misc ;MTV Games
2364;3DS ;2012;Action ;Capcom
2365;PS2 ;2005;Action ;Take-Two Interactive
2366;PS2 ;2007;Misc ;Sony Computer Entertainment
2367;Wii ;2009;Simulation ;Nintendo
2368;PS ;1996;Shooter ;CTO SpA
2369;XOne ;2015;Action ;Square Enix
2370;PSP ;2004;Strategy ;Konami Digital Entertainment
2371;Wii ;2008;Simulation ;505 Games
2372;PS3 ;2012;Fighting ;Namco Bandai Games
2373;PS2 ;2004;Sports ;Global Star
2374;X360 ;2008;Racing ;Codemasters
2375;PSP ;2009;Role-Playing ;Sega
2376;XB ;2003;Simulation ;Microsoft Game Studios
2377;PS ;2001;Shooter ;TalonSoft
2378;PS ;1995;Platform ;Crystal Dynamics
2379;XOne ;2013;Sports ;Take-Two Interactive
2380;X360 ;2007;Racing ;Codemasters
2381;SNES ;1994;Sports ;ASCII Entertainment
2382;Wii ;2010;Sports ;Ubisoft
2383;X360 ;2009;Shooter ;THQ
2384;XB ;2003;Shooter ;Ubisoft
2385;PS3 ;2008;Shooter ;Electronic Arts
2386;PS ;1997;Racing ;Infogrames
2387;PS2 ;2008;Role-Playing ;Square Enix
2388;Wii ;2010;Puzzle ;THQ
2389;PS3 ;2012;Action ;Electronic Arts
2390;PS3 ;2012;Role-Playing ;Electronic Arts
2391;PS ;1996;Sports ;Sony Computer Entertainment
2392;PS3 ;2008;Sports ;Sega
2393;Wii ;2009;Shooter ;Sega
2394;PS2 ;2006;Sports ;Activision
2395;PS4 ;2013;Fighting ;Warner Bros. Interactive Entertainment
2396;PS ;1998;Sports ;Electronic Arts
2397;PSP ;2008;Misc ;Sony Computer Entertainment
2398;X360 ;2008;Shooter ;Ubisoft
2399;PS2 ;2005;Fighting ;Electronic Arts
2400;DS ;2009;Misc ;Disney Interactive Studios
2401;DS ;2009;Action ;Warner Bros. Interactive Entertainment
2402;XB ;2002;Shooter ;SCi
2403;PS2 ;2002;Sports ;Electronic Arts
2404;PS ;2000;Role-Playing ;Crave Entertainment
2405;PSP ;2006;Puzzle ;Sony Computer Entertainment
2406;PS2 ;2007;Action ;Tecmo Koei
2407;X360 ;2010;Misc ;Activision
2408;2600;1982;Misc ;Quelle
2409;PS3 ;2012;Role-Playing ;Namco Bandai Games
2410;PS2 ;2007;Misc ;Sony Computer Entertainment
2411;3DS ;2015;Action ;mixi Inc
2412;Wii ;2007;Action ;Eidos Interactive
2413;PSP ;2006;Sports ;Konami Digital Entertainment
2414;PS3 ;2012;Action ;THQ
2415;PS3 ;2009;Action ;Sony Computer Entertainment
2416;DS ;2007;Role-Playing ;Square Enix
2417;PS3 ;N/A ;Action ;Warner Bros. Interactive Entertainment
2418;PS2 ;2002;Fighting ;Rage Software
2419;3DS ;2015;Role-Playing ;Square Enix
2420;PS ;2001;Racing ;Empire Interactive
2421;N64 ;1997;Sports ;Electronic Arts
2422;PS ;1998;Sports ;Sony Computer Entertainment
2423;PS3 ;2008;Fighting ;Atari
2424;X360 ;N/A ;Action ;Warner Bros. Interactive Entertainment
2425;DS ;2008;Platform ;Nintendo
2426;X360 ;2010;Sports ;Electronic Arts
2427;PS2 ;2003;Action ;Tecmo Koei
2428;PS3 ;2009;Action ;Ubisoft Annecy
2429;X360 ;2014;Racing ;Microsoft Game Studios
2430;PS3 ;2009;Sports ;Electronic Arts
2431;DS ;2007;Sports ;Electronic Arts
2432;PS ;1999;Action ;3DO
2433;Wii ;2009;Racing ;Electronic Arts
2434;Wii ;2008;Sports ;Electronic Arts
2435;X360 ;2007;Sports ;Take-Two Interactive
2436;XOne ;2016;Action ;Ubisoft
2437;PS ;1996;Fighting ;Virgin Interactive
2438;XB ;2004;Sports ;Electronic Arts
2439;PS3 ;2010;Shooter ;Electronic Arts
2440;Wii ;2007;Simulation ;Ubisoft
2441;NES ;1989;Platform ;Konami Digital Entertainment
2442;DS ;2007;Action ;Electronic Arts
2443;PS ;1997;Action ;GT Interactive
2444;PSP ;2005;Racing ;Electronic Arts
2445;PS3 ;2014;Sports ;Take-Two Interactive
2446;XOne ;2016;Shooter ;Activision
2447;PS2 ;2007;Action ;THQ
2448;PS ;1995;Sports ;Sony Computer Entertainment
2449;PS2 ;2002;Racing ;Acclaim Entertainment
2450;3DS ;2016;Action ;Nintendo
2451;PS2 ;2000;Fighting ;Virgin Interactive
2452;Wii ;2010;Misc ;Konami Digital Entertainment
2453;X360 ;2012;Shooter ;505 Games
2454;PS4 ;2014;Action ;Square Enix
2455;GC ;2004;Action ;Activision
2456;DS ;2010;Role-Playing ;Nintendo
2457;PS3 ;2010;Sports ;Electronic Arts
2458;PS3 ;2012;Action ;Capcom
2459;PS4 ;2016;Action ;Sony Computer Entertainment
2460;PS3 ;2009;Sports ;Take-Two Interactive
2461;WiiU ;2015;Role-Playing ;Nintendo
2462;DS ;2008;Simulation ;Ubisoft
2463;GC ;2004;Action ;THQ
2464;PS3 ;2010;Sports ;Electronic Arts
2465;PS3 ;2011;Action ;Electronic Arts
2466;PS2 ;2003;Racing ;Acclaim Entertainment
2467;Wii ;2007;Simulation ;Rising Star Games
2468;NES ;1987;Role-Playing ;SquareSoft
2469;PS3 ;2012;Fighting ;Capcom
2470;PS ;2001;Sports ;THQ
2471;X360 ;2011;Shooter ;Take-Two Interactive
2472;PS2 ;2002;Racing ;Empire Interactive
2473;PS4 ;2015;Shooter ;Take-Two Interactive
2474;PS2 ;2005;Role-Playing ;Sony Computer Entertainment
2475;PS2 ;2004;Sports ;Sega
2476;GBA ;2004;Adventure ;Nintendo
2477;PSV ;2014;Sports ;Electronic Arts
2478;PS3 ;2007;Shooter ;Namco Bandai Games
2479;PS2 ;2007;Action ;D3Publisher
2480;X360 ;2013;Racing ;Electronic Arts
2481;PS ;1999;Puzzle ;Atari
2482;Wii ;2008;Fighting ;THQ
2483;PS ;1999;Simulation ;Sony Computer Entertainment
2484;PS2 ;2000;Action ;THQ
2485;DS ;2008;Strategy ;Ubisoft
2486;PSP ;N/A ;Sports ;Unknown
2487;GBA ;2004;Action ;Disney Interactive Studios
2488;PSV ;2014;Shooter ;Take-Two Interactive
2489;PS2 ;2000;Sports ;Electronic Arts
2490;XB ;2003;Shooter ;Microsoft Game Studios
2491;X360 ;2012;Misc ;Microsoft Game Studios
2492;GB ;2000;Misc ;Konami Digital Entertainment
2493;PS ;1998;Misc ;Unknown
2494;PS ;1997;Adventure ;Capcom
2495;PS3 ;2011;Sports ;Electronic Arts
2496;PS2 ;2005;Platform ;Sony Computer Entertainment
2497;Wii ;2008;Misc ;Ubisoft
2498;X360 ;2008;Strategy ;Take-Two Interactive
2499;PS2 ;N/A ;Sports ;Unknown
2500;DS ;2007;Puzzle ;Scholastic Inc.
2501;PS3 ;2012;Action ;Activision
2502;PS3 ;2010;Fighting ;Namco Bandai Games
2503;PS ;1998;Platform ;Sony Computer Entertainment
2504;PS ;1996;Adventure ;Interplay
2505;Wii ;2009;Sports ;Hudson Soft
2506;XB ;2002;Shooter ;Electronic Arts
2507;XOne ;2016;Sports ;Electronic Arts
2508;PSP ;2005;Sports ;Activision
2509;GC ;2001;Sports ;Activision
2510;PS2 ;2006;Role-Playing ;Activision
2511;Wii ;2009;Action ;LucasArts
2512;X360 ;2010;Misc ;Activision
2513;PS4 ;2016;Fighting ;Capcom
2514;XB ;2002;Racing ;Electronic Arts
2515;NES ;1984;Puzzle ;Nintendo
2516;N64 ;1996;Fighting ;Nintendo
2517;XB ;2001;Sports ;Microsoft Game Studios
2518;2600;1981;Action ;Mystique
2519;PSP ;2005;Adventure ;Sony Computer Entertainment
2520;PS3 ;2013;Action ;Capcom
2521;3DS ;2011;Role-Playing ;Namco Bandai Games
2522;PS2 ;2002;Platform ;THQ
2523;PS3 ;2010;Misc ;Activision
2524;Wii ;2010;Misc ;Electronic Arts
2525;PS3 ;2015;Sports ;Electronic Arts
2526;X360 ;2007;Shooter ;Midway Games
2527;DS ;2008;Simulation ;Ubisoft
2528;PS2 ;2008;Role-Playing ;Atlus
2529;PS3 ;2008;Misc ;Sony Computer Entertainment
2530;X360 ;N/A ;Sports ;Ubisoft
2531;PS4 ;2013;Sports ;Electronic Arts
2532;PS3 ;2012;Action ;Sony Computer Entertainment
2533;GB ;2000;Role-Playing ;Enix Corporation
2534;DS ;2006;Action ;Disney Interactive Studios
2535;PS2 ;2000;Fighting ;Midway Games
2536;SNES ;1994;Adventure ;ChunSoft
2537;PSP ;2007;Misc ;Sony Computer Entertainment
2538;PS ;2000;Role-Playing ;Namco Bandai Games
2539;SNES ;1994;Puzzle ;Hudson Soft
2540;PS ;2000;Racing ;Electronic Arts
2541;Wii ;2010;Sports ;Electronic Arts
2542;GC ;2004;Action ;Nintendo
2543;PS ;1999;Sports ;Konami Digital Entertainment
2544;PS4 ;2015;Misc ;Activision
2545;PS ;1999;Role-Playing ;Enix Corporation
2546;PSP ;2011;Role-Playing ;Unknown
2547;X360 ;2009;Sports ;Konami Digital Entertainment
2548;N64 ;1999;Action ;3DO
2549;NES ;1987;Platform ;Capcom
2550;PS2 ;2004;Shooter ;Ubisoft
2551;PS3 ;2014;Action ;Warner Bros. Interactive Entertainment
2552;SNES ;1994;Role-Playing ;Nintendo
2553;X360 ;2009;Racing ;Codemasters
2554;3DS ;2012;Puzzle ;Level 5
2555;PS ;1998;Puzzle ;Atari
2556;XOne ;2015;Action ;Warner Bros. Interactive Entertainment
2557;PS3 ;2009;Sports ;Electronic Arts
2558;Wii ;2008;Action ;Koch Media
2559;PS ;1998;Sports ;Konami Digital Entertainment
2560;PS2 ;2007;Role-Playing ;Square Enix
2561;PS2 ;2005;Simulation ;Electronic Arts
2562;X360 ;2009;Misc ;Activision
2563;PS3 ;2013;Sports ;Electronic Arts
2564;Wii ;2009;Action ;Sega
2565;X360 ;2011;Fighting ;Electronic Arts
2566;PS ;2000;Misc ;Eidos Interactive
2567;PS2 ;2005;Action ;Sega
2568;GC ;2003;Simulation ;LucasArts
2569;Wii ;2011;Misc ;Ubisoft
2570;PS ;1997;Racing ;Electronic Arts
2571;PS2 ;2004;Shooter ;Eidos Interactive
2572;PSP ;2006;Simulation ;Electronic Arts
2573;PS ;1999;Role-Playing ;Square EA
2574;X360 ;2013;Shooter ;Sega
2575;PSP ;2009;Sports ;Konami Digital Entertainment
